1539#10	حدث للمريخ تماماً ما حدث للأرض من تمايز أو تباين والمقصود بالتمايز هنا العملية التي ينتج عنها اختلاف في كثافة ومكونات كل طبقة من طبقات الكوكب بحيث يكون قلب أو لب الكوكب عالي الكثافة وما فوقه أقل منه في الكثافة. النموذج الحالي لكوكب المريخ ينطوي على التالي: القلب يمتد لمسافة يبلغ نصف قطرها 1794 ± 65 كيلومتر وهي تتكون أساساً من الحديد والنيكل والكبريت بنسبة 16-17%. هذا القلب المكون من كبريتات الحديد سائل جزئياً، وتركيزه ضعف تركيز باقي المواد الأخف الموجودة في القلب. يحاط هذا القلب بدثار من السليكات والتي تكون العديد من المظاهر التكتونية والبركانية على الكوكب إلا أنها الآن تبدو كامنة. بجانب السيليكون والأكسجين، فإن أكثر العناصر انتشاراً في قشرة كوكب المريخ هي الحديد والألومنيوم والماغنسيوم والكالسيوم والبوتاسيوم. يبلغ متوسط سماكة قشرة كوكب المريخ 50 كيلومتر وأقصى ارتفاع 125 كيلومتر، في حين أن قشرة الأرض تبلغ سماكتها 40 كم، وهذا السُمك بالنسبة لحجم الأرض يعادل ثلث سماكة قشرة كوكب المريخ بالنسبة إلى حجمه. من المخطط له أن تقوم انسايت (مركبة فضاء) بتحليل أكثر دقة لكوكب المريخ أثناء مهمتها عليه في عام 2016 باستخدام جهاز مقياس الزلازل لتحدد نموذج للتركيب الداخلي للكوكب بصورة أفضل.
1539#11	أظهرت البيانات التي وصلت من مسبار الفضاء فينيكس أن تربة المريخ قلوية قليلاً وتحتوي على مواد مثل الماغنسيوم والصوديوم والبوتاسيوم والكلورين، هذه المغذيات موجودة في الحدائق على الأرض، وهي ضرورية لنمو النباتات. وأظهرت التجارب التي أجراها مسبار الفضاء أن تربة المريخ لها تركيز هيدروجيني 8.3 وربما تحتوي على آثار لملح البيركلوريك. قال سام كونافيس كبير الخبراء المختصين بمختبر كيمياء الموائع الموجود على فينيكس للصحفيين "وجدنا أساسا ما تبدو أنها الخصائص أو العناصر المغذية التي تدعم إمكانية الحياة سواء في الماضي أو الحاضر أو المستقبل.[3]
1539#12	توجد المياه على سطح المريخ غالبا في صورة جليد ويمثل الغطائين الجليديين في القطب الشمالي والجنوبي للكوكب معظم الجليد الموجود على السطح يوجد أيضا بعض الجليد في صخور القشرة المريخية. كما توجد نسبة ضئيلة من بخار الماء في الغلاف الجوي للكوكب. لكن لا توجد مياه سائلة على سطح المريخ إطلاقا. يرجع وجود الماء في صورة جليدية إلى الظروف المناخية للمريخ حيث درجات الحرارة المنخفضة جدا والتي تؤدي إلى تجمد المياه الفوري. مع ذلك فقد أكدت الدراسات ان الوضع على سطح المريخ كان مختلفا كثيرا عما هو عليه الآن ولربما كان يشبه كوكب الأرض حيث كانت توجد المياه السائلة[4] في مساحات كبيرة من سطح الكوكب مشكله محيطات مثل الموجودة الآن علي سطح الأرض.
1539#13	توجد الكثير من الدلائل المباشرة وغير المباشرة علي هذه النظرية منها التحليلات الطيفية لسطح تربة المريخ وأيضا الغطائين القطبيين الجليديين وأيضاً وجود الكثير من المعادن في قشرة المريخ والتي ارتبط وجودها علي سطح الأرض بوجود المياه. منها أكسيد الحديد Hematite وأكسيد الكبريت Sulfate والجوثايت goethite ومركبات السيليكا phyllosilicate.[5] لقد ساعدت كثيرا مركبات ورحلات الفضاء غير المأهولة الي المريخ في دراسة سطح الكوكب وتحليل تربته وغلافه الجوي. ومن أكثر المركبات التي ساعدت علي ذلك مركبة مارس ريكونيسانس أوربيتر علي تصوير سطح المريخ بدقة عالية وتحليل سطح الكوكب بفضل وجود الكاميرا عالية الجودة HiRISE كما كشفت عن فوهات البراكين المتآكلة ومجاري النهار الجافة والأنهار الجليدية. كما كشفت الدراسات الطيفية بأشعة غاما عن وجود الجليد تحت سطح تربة المريخ. أيضا، كشفت الدراسات بالرادار عن وجود الجليد النقي في التشكيلات التي يعتقد أنها كانت أنهار جليدية قديمة.المركبة الفضائية التي هبطت قرب القطب الشمالي ورأت الجليد وهو يذوب الجليد، وشهدت تساقط الثلوج، ورأت حتي قطرات من الماء السائل.
1539#14	تضاريس كوكب المريخ جديرة بالاهتمام، ففي حين يتكون الجزء الشمالي من الكوكب من سهول الحمم البركانية، وتقع البراكين العملاقة على هضبة تارسيس وأشهرها على الإطلاق أوليمبس مون وهو بدون شك أكبر بركان في المجموعة الشمسية، نجد ان الجزء الجنوبي من كوكب المريخ يتمتّع بمرتفعات شاهقة ويبدو على المرتفعات آثار النيازك والشّهب التي ارتطمت على تلك المرتفعات. يغطي سهول كوكب المريخ الغبار والرمل الغني بأكسيد الحديد ذو اللون الأحمر. تغطّي بعض مناطق المريخ أحيانا طبقة رقيقة من جليد الماء. في حين تغطي القطبين طبقات سميكة من جليد مكون من ثاني أكسيد الكربون والماء المتجمّد. تجدرالإشارة أن أعلى قمّة جبلية في النظام الشمسي هي قمّة جبل "اوليمبوس" والتي يصل ارتفاعها إلى 25 كم. أمّا بالنسبة للأخاديد، فيمتاز الكوكب الأحمر بوجود أكبر أخدود في النظام الشمسي، ويمتد الأخدود "وادي مارينر" إلى مسافة 4000 كم، وبعمق يصل إلى 7 كم.
1539#15	لقد كانت أول الأخبار عن جو المريخ من سلسلة رحلات مارينر 3 و مارينر 4، حيث تم التأكيد على أن للكوكب غلاف الجوي رقيق جداً يصل إلى 0.01 بالنسبة لغلاف الأرض الجوي. يتألف هذا الجو الرقيق من CO2 في أغلبه حيث تصل نسبته إلى 95% من مكوناته. ثم تم تحليل مكونات الجو بواسطة المركبة فايكينغ 1 لنصل إلى خلاصته عن تركيب الجو وهي كما في الجدول:
1539#16	والضغط الجوي على سطح هذا الكوكب يقارب 1/100 من الضغط الجوي على سطح الأرض عند مستوى سطح البحر. وقد تم تلمس كمية ضئيلة جداً من الأوزون يصل تركيزها إلى 0.03 جزئ /مليون جزيء.ولكن هذا التركيز لا يحمي من الأشعة فوق البنفسجية الضارة. ونلاحظ من الجدول أن نسبة بخار الماء في الجو ضئيلة جداً مما يجعل الجو جافاً. ولكن بسبب برودة سطح الكوكب فإن كمية بخار الماء الضئيلة هذه تكفي لإشباعه. ومع استمرارية انخفاض درجة الحرارة دون درجة الندى تبدأ الغازات وخاصة CO2 بالتكاثف والتجمد والسقوط على سطح الكوكب. وتم رصد عواصف محلية على السطح وهي عبارة عن هبوب رياح قوية تتحرك بسرعة وتكون غيوم غبارية وزوابع تدور على السطح وتنقل التربة من مكان إلى آخر. وهذه الرياح التي تعصف على الكوكب لها كما على الأرض دورة رياح يومية ودورة موسمية. ولها تأثير كبير في عمليات الحت والتجوية على سطح الكوكب. ولأن كثافة الجو 2% من كثافة جو الأرض يجب أن تكون قوة الرياح أكبر بحوالي 7 إلى 8 مرات من قوة الرياح الأرضية حتى تستطيع أن تثير وتحمل الغبار وتكون زوابع. فالرياح الأرضية بسرعة 24 كلم بالساعة تثير هذه العواصف أما على المريخ فنحتاج إلى رياح بسرعة 180 كلم بالساعة لتقوم بمثل هذه العواصف. ودعيت هذه التأثير بتأثير عُولس Eo`lian effect نسبة إلى آله الريح عُولس E`olus. ومن الأدلة الواضحة على تأثر عُولس لحركة الرياح هو الكثبان الرملية. حيث تحمل الرياح الرمال من مكان وتلقيها في مكان آخر. فنجد لها امتداداً واضحاً على سطح الكوكب. وعندما تثور كمية من الغبار فإن العاصفة تحافظ على بقائها بتحويل الطاقة الشمسية إلى طاقة حركية ريحية، حيث تمتص الطاقة من الإشعاع الشمسي وتسخن الجو وتزيد من سرعة الرياح. فيلف الكوكب دثار مصفر من الزوابع. ولعدم وجود ماء يغسل الغبار من الجو فإنه يبقى عالقاً لعدة أسابيع قبل أن يستقر على السطح ثانية. ومن الغريب أن هذه الرياح تعصف بهدوء ومن دون أصوات فلا ينطبق عليها أصوات العواصف الهادرة الأرضية.[6]
1539#17	المريخ هو رابع الكواكب بعداً عن الشمس. وأول كوكب له مدار خارج مدار الأرض ويبعد عن الشمس حوالي 228 مليون كلم بالمتوسط. شذوذية مركزيته e = 0.093 وهي كبيرة نسبياً، مما يدل على أن مداره إهليلجي بشكل واضح حيث يكون وهو في الحضيض على بعد 206 مليون كلم عن الشمس وعند وصوله إلى الأوج يصبح على بعد 249 مليون كلم عن الشمس. فنرى فرقاً واضحاً في البعدين وهذا يؤدي إلى تباين كمية أشعة الشمس الساقطة على سطحه بنسبة تصل إلى 45% بين الأوج والحضيض، أي بفارق 30 ْ س وما يتبع ذلك من تغيرات في مناخ الكوكب بين الموقعين. ودرجة الحرارة تتراوح على السطح بين الشتاء والصيف -144 ْس إلى 27 ْس أما في المتوسط فإن درجة الحرارة تقدر بحوالي –23 ْ إلى -55 ْ س.
1539#18	ويقطع الكوكب هذا المدار في زمن يعادل 687 يوم أرضي، وأثناء دورانه في مداره هذا تحدث له عدد من الظواهر منها الاقتران.[6]
1539#19	تم اكتشاف قمري المريخ في العام 1877 على يد "آساف هول" وتمّت تسميتهم تيمّناً بمرافقي الآله اليوناني "آريس". يدور كل من القمر "فوبوس" والقمر "ديموس" حول الكوكب الأحمر، وخلال فترة الدوران، تقابل نفس الجهة من القمر الكوكب الأحمر تماما مثلما يعرض القمر نفس الجانب لكوكب الأرض.
1539#20	فوبوس قطعة صخرية صغيرة غير منتظمة الشكل لا يزيد طولها عن 21 كم (13 ميلا) ويتم دورته حول المريخ كل 7.7 ساعات. يبدو القمر هرم نوعا ما. وتغشاه فوهات صدم متفاوتة القدم. ويلاحظ عليه وجود حزوز striations وسلاسل من فوهات صغيرة. يطلق أكبرها اسم ستيكني stickney الذي يقارب قطره 10 كم (6 أميال). يقوم القمر فوبوس بالدوران حول المريخ اسرع من دوران المريخ حول نفسه، مما يؤدي بقطر دوران القمر فوبوس حول المريخ للتناقص يوماً بعد يوم إلى أن ينتهي به الأمر إلى التفتت ومن ثم الارتطام بكوكب المريخ.
1539#21	ديموس هو أحد الأقمار التابعة لكوكب المريخ إلى جانب القمر فوبوس وهو عبارة عن قطعة صخرية صغيرة غير منتظمة الشكل لا يزيد طولها عن 12 كم (7 ميلا) ويتم دورته حول المريخ خلال 1.3 يوم. ولبعده عن الكوكب الأحمر، فإن قطر مدار القمر آخذ بالزيادة. ويبدو ديموس على شكل هرمي نوعاً ما. وتغشاه فوهات صدم متفاوتة القدم.
1539#22	هناك ما يقرب من 44 محاولة[7] إرسال مركبات فضائية للكوكب الأحمر من قِبل الولايات المتحدة، الاتحاد السوفيتي، أوروبا، واليابان. قرابة ثلثين المركبات الفضائية فشلت في مهمّتها أما على الأرض، أو خلال رحلتها أو خلال هبوطها على سطح الكوكب الأحمر. من أنجح المحاولات إلى كوكب المريخ تلك التي سمّيت بـ "مارينر"، "برنامج الفيكنج"، "سورفيور"، "باثفيندر"، و"أوديسي". قامت المركبة "سورفيور" بالتقاط صور لسطح الكوكب، الأمر الذي أعطى العلماء تصوراً بوجود ماء، إمّا على السطح أو تحت سطح الكوكب بقليل. وبالنسبة للمركبة "أوديسي"، فقد قامت بإرسال معلومات إلى العلماء على الأرض والتي مكّنت العلماء من الاستنتاج من وجود ماء متجمّد تحت سطح الكوكب في المنطقة الواقعة عند 60 درجة جنوب القطب الجنوبي للكوكب.
1539#23	في العام 2003، قامت وكالة الفضاء الأوروبية بإرسال مركبة مدارية وسيارة تعمل عن طريق التحكم عن بعد، وقامت الأولى بتأكيد المعلومة المتعلقة بوجود ماء جليد وغاز ثاني أكسيد الكربون المتجمد في منطقة القطب الجنوبي لكوكب المريخ. تجدر الإشارة إلى أن أول من توصل إلى تلك المعلومة هي وكالة الفضاء الأمريكية وان المركبة الأوروبية قامت بتأكيد المعلومة. باءت محاولات الوكالة الأوروبية بالفشل في محاولة الاتصال بالسيارة المصاحبة للمركبة الفضائية وأعلنت الوكالة رسمياً فقدانها للسيارة الآلية في فبراير من من نفس العام. لحقت وكالة الفضاء الأمريكية الرّكب بإرسالها مركبتين فضائيتين وكان فرق الوقت بين المركبة الأولى والثانية، 3 أسابيع، وتمكن السيارات الآلية الأمريكية من إرسال صور مذهلة لسطح الكوكب وقامت السيارات بإرسال معلومات إلى على تفيد، بل تؤكّد على تواجد الماء على سطح الكوكب الأحمر في الماضي. في الشكل أدناه خريطة لسطح المريخ تظهر أماكن تواجد أهم المركبات الأمريكية على سطحه.
1539#24	1.مارينر 4 مارينر 4 ومعه المسبار مارينر 3 هما مسباران أرسلتهما ناسا إلى المريخ عام 1964 وأطلق في 28 نوفمبر 1964. وكان مارينر 4 هو المسبار الرابع الذي يُرسل لاكتشاف كوكب المريخ المجاور للأرض في المجموعة الشمسية. وكان مخططا له إجراء أول مسار بالقرب من المريخ وإرسال صورا لسطحه إلى الأرض. والتقط مارينر 4 أول صور من الفضاء البعيد تعود إلى الأرض تبين سطحه وقد غطته الفوهات، وتظهر لنا عالما يبدو ميتا، ويغير النظرة القديمة التي كانت تعتقد بوجود حياة على المريخ.
1539#25	وقد صمم مارينر 4 لإجراء مشاهدة عن قرب لكوكب المريخ وإرسال الصور إلى الأرض. واختصت اكتشافاته الأخرى قياس الجسيمات في تلك المناطق من الفضاء بالقرب من المريخ. كما كانت تلك البعثة بغرض التعرف على الإمكانيات التكنولوجية للسفر عبر الفضاء لمدد زمنية طويله. وفي 21 ديسمبر 1967 انقطع الاتصال بين مارينر 4 والأرض.
1539#26	2.مارينر 6 ومارينر 7 مارينر 6 ومارينر 7 هما مسباران أرسلتهما ناسا عام 1969 في إطار برنامج مارينر لدراسة المريخ، وقد اتخذ أحدهما مسارا عند خط الاستواء المريخي والآخر مسارا قطبيا جنوبيا وقاما بتحليل الغلاف الجوي للمريخ وتصوير مئات من الصور لسطحه. وكان الغرض أيضا التمهيد التكنولوجي لبعثات أخرى إلى المريخ. وقد استخدمت المعلومات التي بعث بها مارينر 6 لبرمجة مارينر 7 الذي خلفه بمدة 5 أيام.
1539#27	وقد أقلع مارينر 6 من منصة الإقلاع 36B بمركز كينيدي للفضاء وأقلع مارينر 7 من المنصة 36A.
1539#28	وفي 29 يوليو 1969 وقبل الوصول إلى اقرب نقطة على المسار بالنسبة للمريخ فقد الاتصال مع مارينر 7، وتبين لاحقا ان أحد البطاريات فيه قد انفجرت. ورغم ذلك فكانت المعلومات التي أرسلها مارينر 7 إلى الأرض قبل حدوث عطل البطارية كان مفيدا للغاية حيث روعيت في أخدها بعض بيانات مكتسبة من مارينر 6.
1539#29	3.مارينر 9 مسبار مارينر 9 هو مسبار أرسلته ناسا لاكتشاف المريخ في إطار برنامج مارينر. وقد أطلق مارينر 9 يوم 30 مايو 1971 من كاب كانافيرال بفلوريدا ووصل المريخ في 13 نوفمبر من نفس العام. اتخذ مارينر 9 مدارا حول المريخ، وأصبح أول قمر صناعي يتخذ مدارا حول أحد الكواكب، ووصل في نفس الشهر الذي وصل فيه مسبار مارس 2 ومسبار مارس 3 - المسباران الروسيان إلى المريخ. وبعد انتهاء فترة اعاصير رملية استطاع إرسال صورا واضحة لسطح المريخ.
1539#30	4.مسبار مارس 2 كان المسبار مارس 2 أحد المسبارات في برنامج مارس (أي برنامج المريخ) للاتحاد السوفييتي في بداية الأعوام السبعينية من القرن الماضي.
1539#31	وتتكون مركبتي الفضاء الغير مأهولتين من مركبتين متماثلتين، ويتكون كل منها من قمر صناعي وملحق به مسبار للهبوط على سطح المريخ. وهما أول مسباران يرسلهما الإنسان للنزول على كوكب المريخ. وقد أطلق كل منها بواسطة صاروخ من نوع بروتون كي الضخم وكان ذو مرحلة عليا من نوع بلوك ب Block D.
1539#32	5.مسبار مارس 3 أحد المسبارات في برنامج مارس (أي برنامج المريخ) للاتحاد السوفييتي في بداية الأعوام السبعينية من القرن الماضي. أقلع في مارس 3: 28 مايو 1971.
1539#33	على أن هذه الرحلات السابقة لم يكن يقصد منها الهبوط على المريخ، ولكن كانت المهمة تقتضى الطيران بجواره أو الدوران حوله.
1539#34	6.فايكينغ 1 فايكينغ 1 كانت أوّل مركبة فضائية أرسلت إلى المريخ كجزء من برنامجِ فايكينغ لوكالة الفضاء الأمريكية ناسا وسجل فايكينغ 1 المهمة الأطول على سطح المريخ والتي استغرقت 6 سنوات و116 يومِ (من الإنزال حتى إنهاء المهمّة) بحساب التوقيت على كوكب الأرض.
1539#35	7.فايكينغ 2 هو ثاني مسبار ارسلته الناسا في برنامج فايكينغ ويتكون من قمر صناعي وظيفته الدوران حول المريخ وهابط الذي وظيفته الرئيسية الهبوط على سطح المريخ لدراسته. الهابط عمل لفترة 1281 يوم مريخي وتوقف عمله يوم 12 نيسان 1980 عندما تعطلت بطاريته وأما القمر الصناعي فقد استمر في العمل حتى 25 تموز 1978, مولدا قرب 16000 صورة و706 دورة حول المريخ.
1539#36	8.مارس جلوبال سرفيور أطلقتها ناسا إلى المريخ في نوفمبر عام 1996 بعد غياب الولايات المتحدة عن سباق المريخ دام عشرة سنوات. وفي يناير 2007 أعلنت ناسا رسمياً نهاية المهمة نظراً لانقطاع الاتصال بالمركبة.
1539#37	9.مارس باثفايندر مارس باثفايندر هي مهمة استكشاف لسطح المريخ. أُطلقت الرحلة في 4 ديسمبر 1996 من قبل وكالة ناسا باستخدام صاروخ دلتا 2، بعد رحلة بين الكواكب دامت سبعة أشهر، هبطت البعثة على سطح المريخ، في وادي أريس فاليس، في منطقة كرايز بالانسيا (المنطقة نفسها التي لم يستطع المسبار فايكينغ 1 الهبوط فيها)، يوم عيد استقلال الولايات المتحدة الأمريكية (4 ديسمبر 1997). خلال رحلتها، صححت المركبة الفضائية مسارها أربع مرات (10 يناير، 3 فبراير، 6 ماي، 25 يونيو). عند انتهاء عملية الهبوط، بدأ الروبوت روكي أو سيجورنر الذي كانت تحمله المركبة على مثنها في التجول بكل حرية على سطح المريخ.
1539#38	10.مارس أوديسي مارس أوديسي - Mars Odyssey مركبة أمريكية انطلقت في 7 أبريل 2001 ووصلت إلى مدارها حول المريخ من مركز كينيدي الفضائي بالقرب من كاب كانافيرال (فلوريدا)، في 24 أكتوبر 2001، بهدف دراسة المريخ ومعدلات الإشعاعات الخطرة على سطحه تمهيدا لزيارة البشر للكوكب.
1539#39	11.مارس إكسبريس مارس إكسبريس - Mars Express مركبة أوربية، تتبع الوكالة الأوربية للفضاء انطلقت في 2 يونيو 2003 ووصلت لمدار المريخ في 25 ديسمبر 2003، وكانت تحمل على متنها مركبة الهبوط بيجل 2 (Beagle 2)، ولكن فقدت مركبة الهبوط أثناء دخولها المجال الجوي للكوكب وأغلب الظن أنها تحطمت، ولكن مركبة المدار استمرت في إرسال الصور والبيانات عن سطح المريخ والبحث عن دلائل للماء ودراسة جغرافية السطح والغلاف الجوي للمريخ.
1539#40	12.سبيريت سبيريت (Spirit رسمياً: MER-A) مركبة فضائية صممت للبحث عن دلائل على آثار حياة على كوكب المريخ ودراسة أحجاره وتربته. توأمه أبورتيونيتي وصل بعده بثلاتة أسابيع في 24 يناير 2004.
1539#41	قد أتم المسبار سبيريت بعثته خلال التسعين يوم من أيام المريخ (sol) المخطط لها بنجاح، ثم واصل العمل وساعده على ذلك إمكانية التحكم فيه من الأرض ليقوم بتنظيف سطحة من الأتربة مما زاد من طاقته المكتسبة من الألواح الشمسية. وقد مدته طاقة تزيد نحو 20 مرة من الطاقة الأصلية، وتجد في صورة هنا أسفله مسار سبيريت عبر أيام تعدت 1600 من أيام المريخ (تسميها ناسا [سول]). وقد سمح ذلك بالقيام بدراسة موسعة للمريخ وتضاريسه. وقد نشرت نتائج ال 90 يوم الأولى في عدد خاص لمجلة ساينس Science، المجلد رقم 305 العدد 5685، صفحة 737 - 800 في أغسطس 2004.
1539#42	13.أبورتيونيتي أبورتيونيتي هي ثاني مركبة من وكالة ناسا أرسلت إلى سطح المريخ في عام 2004 كجزء من برنامج استكشاف المريخ. الروبوت هبط بنجاح على الكوكب يوم 25 يناير 2004 في الساعة 05:05 بالتوقيت العالمي.
1539#43	هبط المسبار أبورتونيتي على كوكب المريخ في مهمة بحث عن المياه على سطحه ودراسة صخوره وتربته، لتكون الثانية بعد نظيره المسبار سبيريت، الذي أرسلته وكالة الفضاء الأمريكية (ناسا) إلى المريخ قبل أبورتيونيتي بأسبوعين حيث هبط على الجانب الآخر للمريخ. والمسبار سبيريت توأم لمسبار أبورتيونيتي ويماثله تماما من ناحية التركيب وما يحمله من أجهزة علمية للفحص والاختبار.
1539#44	14.مارس ريكونيسانس أوربيتر مارس ريكونيسانس أوربيتر مركبة مدارية لاستكشاف المريخ، أطلقت في 12 أغسطس 2005، يبلغ وزنها طنين وتعد أكبر مركبة فضائية على الإطلاق يتم ارسالها إلى المريخ. مزودة بأحدث التقنيات والآليات اللازمة للقيام بتصوير دقيق ومسح شامل لسطح المريخ، ستحاول معرفة المدة التي وجد فيها الماء في المريخ، وما إذا كانت به حياة يوما ما، وما إذا كان يمكن اقامة موقع بشري على سطحه، وتستطيع أجهزة الكاميرا التي تحملها المركبة نقل صور فائقة الوضوح ست مرات أعلى من الصور السابقة المرسلة من كوكب المريخ
1539#45	15.المسبار فينيكس إلى المريخ في يوم 2 مايو 2008 أطلقت وكالة الفضاء الأمريكية ناسا المسبار فونيكس (و معناه العنقاء وهو طائر النار الأسطوري) من قاعدة كيب كانافرال بولاية فلوريداعلى متن صاروخ من طراز دلتا 2 وهو يحمل مجموعة من الأجهزة لدراسة الكيمياء الجيولوجية والبيئة في منطقة القطب الشمالي للمريخ وهدف إرساله هو دراسة المياه المتجمدة على كوكب المريخ ودراسة تربة كوكب المريخ دراسة كيمائية والبحث عن دلائل على أن الثلوج موجودة على سطح المريخ وتحليل عينة من التربة المريخية بأجهزة المسبار وكانت ناسا قد تكلفت 420 مليون دولار لإرسال مسبار فونيكس الذي يمتلك ذراع آلية طولها مترين و35 سنتيمترا يتم من خلالها حفر سطح التربة بواسطة مجرفة مثبتة في نهاية الذراع وتستطيع المجرفة حفر خندق في التربة الجليدية بعمق 5 كم تتم السيطرة على العمليات بواسطة كمبيوتر المركبة الذي يخضع لأوامر الفريق العلمي والهندسي في مركز المراقبة والسيطرة على الأرض وهم يراقبون العمليات التي يقوم بها المسبار
1539#46	عندما هبط المسبار إلى المريخ قام بنشر ذراعه الآلية وحفر حفرة عمقها بوصتان تقريبا عبر التربة في القشرة الجليدية وقامت الذراع بدفع عينات التربة لتحليلها من خلال مجموعة من الأجهزة الفائقة التطور يحتوي فونيكس أيضا على 12 صاروخ مضادة للجاذبية المريخية في قاعدة المسبار ويحتوي فونيكس على كاميرا مجسمة ولوحات الطاقة الشمسية تستخدم لتخزين الطاقة الشمسية ويتوقع العلماء أن هذه اللوحات سوف تتأثر بشدة بسبب تراكم ثاني أكسيد الكربون المتجمد عليها وقد قام المسبار بإرسال صور للمنطقة القطبية للمريخ أظهرت الصور وجود مياه متجمدة تبخرت بعد أن كشفتها الحفر وافترض العلماء ناسا وجود المياه في طبقة دائمة التجمد تحت السطح وقد جمع العلماء أدلة على وجود الجليد والمياه على المريخ.
1539#47	16.دوون دوون بالعربية: فجر هو مسبار صغير أطلقته وكالة ناسا في 27 سبتمبر 2007 من قاعدة كيب كانفيرال بولاية فلوريدا على متن الصاروخ دلتا 2 حيث ستقوم بمهمة هي الأولى من نوعها للدوران حول أكبر اثنين من الكويكبات الموجودة في داخل النظام الشمسي وهما كويكب 4 فيستا الذي ستصله المركبة عام 2011 والكوكب القزم الذي ستصله في عام 2015. رحلة يبلغ مداها 1,7 مليون ميل وذلك بتكلفة اجمالية قدرها 357 مليون دولار.
